Anthem MRX 1140-740-540 AVR and AVM 90-70 AVP serial commands,,Aug 5 2020,,
,,,,
Command,Description,Related Query Command,Report,
;,(semicolon) Command separator/terminator - note that semicolon is the only valid line feed.,there will be a semicolon at the end of report,,
,,,,
comment,Host MCU,,,
IDQ?,Query model and firmware version,"returns IDQ followed by model, software version, region, software build date e.g. ""IDQMRX 1140 US 0.2.3Aug 05 2020""",,
IDM?,Query model,"returns IDM followed by model e.g. ""IDMMRX 1140""",,
IDS?,Query software version,"returns IDS followed by software version e.g. ""IDS0.2.3""",,
DSPIDS,Query DSP software version,,,
LCDIDS,Query LCDC software version,,,
GSN,Query serial number,,,
IDR?,Query region,"returns IDR followed by region e.g. ""IDRUS"" or ""IDREU"" or ""IDRCN""",,
IDB?,Query software build date,"returns IDB followed by software build date e.g. ""IDBAug 13 2020""",,
IDH?,Query hardware version,"returns IDH followed by hardware version e.g. ""IDH1""",,
,,,,
comment,Networking Module (NM),,,
NMSVER,Module software version,ex: NMVER0.1.2945,,
NMHVER,Module hardware version,ex: NMHVER1,,
RVER,Release version,ex: RVER0.2.2945,,
RBD,Release build date,,,
NMR,Module region,,,
WMAC,Wi-Fi MAC address,ex: 01.23.45.67.89.AB,,
EMAC,Ethernet MAC address,ex: 01.23.45.67.89.AB,,
NMST,Network status,ex: 192.168.1.54 or 'Up' or 'Down' or 'Connecting'. Up to 32 characters,,
,,,,
comment,"Upper case letters represent command, lower case represent variables which must be entered.",,,
,,,,
comment,System Status,,,
Z1VIR?,"Query video input resolution: 0=no input, 1=other, 2=1080p60, 3=1080p50, 4=1080p24, 5=1080i60, 6=1080i50, 7=720p60, 8=720p50, 9=576p50, 10=576i50, 11=480p60, 12=480i60, 13=3D, 14=4k60, 15=4k50, 16=4k24",returns Z1VIRxx,yes,
Z1IRH?,Query active horizontal video resolution (in pixels),return Z1IRHxxxx,yes,
Z1IRV?,Query active vertical video resolution (in pixels/lines),return Z1IRVxxxx,yes,
Z1AIC?,"Query audio input channels: 0=no input, 1=other, 2=mono (center channel only), 3=2-channel, 4=5.1-channel, 5==7.1-channel, 6=Atmos, 7=DTS-X",returns Z1AICx,yes,
Z1AIF?,"Query audio input format: 0=no input, 1=Analog, 2=PCM, 3=Dolby, 4= DSD, 5=DTS, 6=Atmos, 7=DTS-X.",Returns Z1AIFxx,yes,
Z1BRT?,Query audio input bit rate (kbps). For Analog/PCM inputs this is equal to the sample rate multiplied by the bit depth and the number of channels,"returns Z1BRTxxxx, 0=analog ",yes,
Z1SRT?,Query audio input sampling rate (kHz),"returns Z1SRTxxx, 0=analog direct",yes,
Z1BDP?,Query audio bit depth,"returns Z1BDPxxx, 16-bit, 24-bit, 32-bit",yes,
Z1AIN?,Query the current audio input name (maximum of 16 characters returned),Returns Z1AINx. Ex: Current audio input format is DTS Master Audio. 'Z1AIN?' Returns 'Z1AINDTS Master Audio',yes,
Z1AIR?,Query the current audio input rate name (maximum of 16 characters returned).,"Returns Z1AIRx. For lossy input formats, returns the bit rate (ex 'Z1AIR384 kbps'). For lossless audio, analog audio, or PCM audio inputs it returns the sample rate combined with bit depth (ex: Z1AIR48/16).",yes,
,,,,
comment,Speaker Setup - Amp Matrixing,,,
SSAMF,"Front:
MRX740 only: y=0 Front, y=1 Zone 2, y=2 Height 1, y=3 Height 2
MRX1140 only: y=0 Front, y=1 Zone 2, y=2 Front Wide, y=3 Height 3",SSAMF? returns SSAMFy,yes,
SSAMS,"Surround:
MRX740 only: y=0 Surround, y=1 Zone 2, y=2 Height 2
MRX1140 only: y=0 Surround, y=1 Zone 2, y=2 Height 3",SSAMS? returns SSAMSy,yes,
SSAMB,"Back:
MRX740 only: y=0 Back, y=1 Zone 2, y=2 Zone 2 On Demand, y=3 Height 1, y=4 Front (Bi-Amp)
MRX1140 only: y=0 Back, y=1 Zone 2, y=2 Zone 2 On Demand, y=3 Front Wide, y=4 Front (Bi-Amp)",SSAMB? returns SSAMBy,yes,
SSAMH1,"Height 1:
MRX1140 only: y=0 Height 1, y=1 Zone 2, y=2 Front (Bi-Amp)",SSAMH1? returns SSAMH1y,yes,
SSAMH2,"Height 2:
MRX1140 only: y=0 Height 2, y=1 Zone 2, y=2 Front Wide, y=3 Front (Bi-Amp)",SSAMH2? returns SSAMH2y,yes,
,,,,
comment,Speaker Setup - 3D Sound,,,
SS3DHLy,"Height (MRX 540 only) y=0 Height (Atmos), y=1 Back (No Atmos)",SS3DHL? returns SS3DHLy,,
SS3DH1y,"Height 1 y=0 Front In-Ceiling, y=1 Front Dolby, y=2 Front On-Wall, y=3 Middle In-Ceiling, y=4 Middle Dolby, y=5 Back In-Celing, y=6 Back Dolby, y=7 Back On-Wall, y=8 Off",SS3DH1? returns SS3DH1y,,
SS3DH2y,"Height 2 (MRX 740/1140, AVM 70/90) y=0 Middle In-Ceiling, y=1 Middle Dolby, y=2 Back In-Celing, y=3 Back Dolby, y=4 Back On-Wall, y=5 Off",SS3DH2? returns SS3DH2y,,
SS3DH3y,"Height 3 (MRX 1140, AVM 70/90) y=0 Back In-Celing, y=1 Back Dolby, y=2 Back On-Wall, y=3 Off",SS3DH3? returns SS3DH3y,,
,,,,
comment,Profile Setup - Speaker Setup,,,
,p is the profile number: 1 - 4,,,
SSSPp0yyy,Speaker Profile name of the specified profile number. yyy=16 characters.,SSSPp0? returns SSSPp0yyy,yes,
SSSPp1y,"Subwoofer
MRX 540/740: y=0 Off, y=1 On
MRX 1140, AVM 70: y=0 None, y=1 to 2
AVM 90: y=0 None, y=1 to 4",SSSPp1y? returns SSSPp1y,yes,
SSSPp5y,Front (read only) y=1 On,SSSPp5y? returns SSSPp5y,yes,
SSSPp6y,"Front Wide MRX 1140, AVM 70/90 only) y=0 Off, y=1 On",SSSPp6y? returns SSSPp6y,yes,
SSSPp7y,"Center  y=0 Off, y=1 On",SSSPp7y? returns SSSPp7y,yes,
SSSPp8y,"Surround  y=0 Off, y=1 On",SSSPp8y? returns SSSPp8y,yes,
SSSPp9y,"Back y=0 Off, y=1 On",SSSPp9y? returns SSSPp9y,yes,
SSSPpAy,"Height 1 y=0 Off, y=1 On",SSSPpAy? returns SSSPpAy,yes,
SSSPpBy,"Height 2 (MRX 740/1140, AVM 70/90) y=0 Off, y=1 On",SSSPpBy? returns SSSPpBy,yes,
SSSPpCy,"Height 3 (MRX 1140, AVM 70/90) y=0 Off, y=1 On",SSSPpCy? returns SSSPpCy,yes,
,,,,
comment,Profile Setup - Bass Management,,,
,p is the profile number: 1 - 4,,,
BMSPp0y,"LFE Low Pass Filter y=40 to 120 (Hz) step 10, y=130 Bypass",BMSPp0? returns BMSPp0y,yes,
BMSPp10y,Subwoofer 1 Phase Frequency y=40 to 120 (Hz),BMSPp10? returns BMSPp10y,yes,
BMSPp11y,Subwoofer 1 Phase y=0 to 180 (degrees)  step 1,BMSPp11? returns BMSPp11y,yes,
BMSPp12y,"Subwoofer 1 Polarity y=0 Normal, y=1 Inverted",BMSPp12? returns BMSPp12y,yes,
BMSPp20y,"Subwoofer 2 Phase Frequency (MRX 1140, AVM 70/90 only) y=40 to 120 (Hz)",BMSPp20? returns BMSPp20y,yes,
BMSPp21y,"Subwoofer 2 Phase (MRX 1140, AVM 70/90 only) y=0 to 180 (degrees)  step 1",BMSPp21? returns BMSPp21y,yes,
BMSPp22y,"Subwoofer 2 Polarity (MRX 1140, AVM 70/90 only) y=0 Normal, y=1 Inverted",BMSPp22? returns BMSPp22y,yes,
BMSPp30y,Subwoofer 3 Phase Frequency (AVM 90 only) y=40 to 120 (Hz),BMSPp30? returns BMSPp30y,yes,
BMSPp31y,Subwoofer 3 Phase (AVM 90 only) y=0 to 180 (degrees)  step 1,BMSPp31? returns BMSPp31y,yes,
BMSPp32y,"Subwoofer 3 Polarity (AVM 90 only) y=0 Normal, y=1 Inverted",BMSPp32? returns BMSPp32y,yes,
BMSPp40y,Subwoofer 4 Phase Frequency (AVM 90 only) y=40 to 120 (Hz),BMSPp40? returns BMSPp40y,yes,
BMSPp41y,Subwoofer 4 Phase (AVM 90 only) y=0 to 180 (degrees)  step 1,BMSPp41? returns BMSPp41y,yes,
BMSPp42y,"Subwoofer 4 Polarity (AVM 90 only) y=0 Normal, y=1 Inverted",BMSPp42? returns BMSPp42y,yes,
BMSPp5y,"Front Crossover y=30 Off, 40 to 250 (Hz) step 10",BMSPp5? returns BMSPp5y,yes,
BMSPp6y,"Front Wide Crossover (MRX 1140, AVM 70/90 only) y=30 Off, 40 to 250 (Hz) step 10",BMSPp6? returns BMSPp6y,yes,
BMSPp7y,"Center Crossover y=30 Off, 40 to 250 (Hz) step 10",BMSPp7? returns BMSPp7y,yes,
BMSPp8y,"Surround Crossover y=30 Off, 40 to 250 (Hz) step 10",BMSPp8? returns BMSPp8y,yes,
BMSPp9y,"Back Crossover y=30 Off, 40 to 250 (Hz) step 10",BMSPp9? returns BMSPp9y,yes,
BMSPpAy,"Height 1 Crossover y=30 Off, 40 to 250 (Hz) step 10",BMSPpA? returns BMSPpAy,yes,
BMSPpBy,"Height 2 Crossover (MRX 740/1140, AVM 70/90 only) y=30 Off, 40 to 250 (Hz) step 10",BMSPpB? returns BMSPpBy,yes,
BMSPpCy,"Height 3 Crossover (MRX 1140, AVM 70/90 only) y=30 Off, 40 to 250 (Hz) step 10",BMSPpC? returns BMSPpCy,yes,
BMSPpDy,"Super Sub Fronts y=0 No, y=1 Yes",BMSPpD? returns BMSPpDy,yes,
,,,,
comment,Profile Setup - Listener Position,,,
,p is the profile number: 1 - 4,,,
LPSPp1y,"Subwoofer (1) Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp1? returns LPSPp1y,yes,
LPSPp2y,"Subwoofer 2 Distance (MRX 1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp2? returns LPSPp2y,yes,
LPSPp3y,"Subwoofer 3 Distance (AVM 90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp3? returns LPSPp3y,yes,
LPSPp4y,"Subwoofer 4 Distance (AVM 90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp4? returns LPSPp4y,yes,
LPSPp5y,"Front Left Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp5? returns LPSPp5y,yes,
LPSPp6y,"Front Right Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp6? returns LPSPp6y,yes,
LPSPp7y,"Front Wide Left Distance (MRX 1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",yLPSPp7? returns LPSPp7,yes,
LPSPp8y,"Front Wide Right Distance (MRX 1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",yLPSPp8? returns LPSPp8,yes,
LPSPp9y,"Center Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPp9? returns LPSPp9y,yes,
LPSPpAy,"Surround Left Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpA? returns LPSPpAy,yes,
LPSPpBy,"Surround Right Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpB? returns LPSPpBy,yes,
LPSPpCy,"Back Left Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpC? returns LPSPpCy,yes,
LPSPpDy,"Back Right Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpD? returns LPSPpDy,yes,
LPSPpEy,"Height 1 Left Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpE? returns LPSPpEy,yes,
LPSPpFy,"Height 1 Right Distance y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpF? returns LPSPpFy,yes,
LPSPpGy,"Height 2 Left Distance (MRX 740/1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpG? returns LPSPpGy,yes,
LPSPpHy,"Height 2 Right Distance (MRX 740/1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpH? returns LPSPpHy,yes,
LPSPpIy,"Height 3 Left Distance (MRX 1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpI? returns LPSPpIy,yes,
LPSPpJy,"Height 3 Right Distance (MRX 1140, AVM 70/90 only) y=0 to 180
Feet: 0'0"" to 30'0"", step 2""; Metric: 0 to 900 cm, step 5 cm",LPSPpJ? returns LPSPpJt,yes,
,,,,
comment,Profile Setup - Level Calibration,,,
,p is the profile number: 1 - 4,,,
LCSPp0y,"Calibration Level y=-15 dB to +15 dB, step 0.5 dB",LCSPp0? returns LCSPp0y,yes,
LCSPp1y,"Subwoofer (1) y=-15 dB to +15 dB, step 0.5 dB",LCSPp1? returns LCSPp1y,yes,
LCSPp2y,"Subwoofer 2 (MRX 1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPp2? returns LCSPp2y,yes,
LCSPp3y,"Subwoofer 3 (AVM 90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPp3? returns LCSPp3y,yes,
LCSPp4y,"Subwoofer 4 (AVM 90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPp4? returns LCSPp4y,yes,
LCSPp5y,"Front Left y=-15 dB to +15 dB, step 0.5 dB",LCSPp5? returns LCSPp5y,yes,
LCSPp6y,"Front Right y=-15 dB to +15 dB, step 0.5 dB",LCSPp6? returns LCSPp6y,yes,
LCSPp7y,"Front Wide Left (MRX 1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPp7? returns LCSPp7y,yes,
LCSPp8y,"Front Wide Right (MRX 1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPp8? returns LCSPp8y,yes,
LCSPp9y,"Center y=-15 dB to +15 dB, step 0.5 dB",LCSPp9? returns LCSPp9y,yes,
LCSPpAy,"Surround Left y=-15 dB to +15 dB, step 0.5 dB",LCSPpA? returns LCSPpAy,yes,
LCSPpBy,"Surround Right y=-15 dB to +15 dB, step 0.5 dB",LCSPpB? returns LCSPpBy,yes,
LCSPpCy,"Back Left y=-15 dB to +15 dB, step 0.5 dB",LCSPpC? returns LCSPpCy,yes,
LCSPpDy,"Back Right y=-15 dB to +15 dB, step 0.5 dB",LCSPpD? returns LCSPpDy,yes,
LCSPpEy,"Height 1 Left y=-15 dB to +15 dB, step 0.5 dB",LCSPpE? returns LCSPpEy,yes,
LCSPpFy,"Height 1 Right y=-15 dB to +15 dB, step 0.5 dB",LCSPpF? returns LCSPpFy,yes,
LCSPpGy,"Height 2 Left (MRX 740/1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPpG? returns LCSPpGy,yes,
LCSPpHy,"Height 2 Right (MRX 740/1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPpH? returns LCSPpHy,yes,
LCSPpIy,"Height 3 Left (MRX 1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPpI? returns LCSPpIy,yes,
LCSPpJy,"Height 3 Right (MRX 1140, AVM 70/90 only) y=-15 dB to +15 dB, step 0.5 dB",LCSPpJ? returns LCSPpJy,yes,
LCSPpKy,"Test Noise y=0 Off, y=1 On. Only one profile can have Test Noise active at a time.",LCSPpK? returns LCSPpKy,yes,
,,,,
comment,Input Setup,,,
,"i is the input number: 1 to ZZ, the number of configured inputs (max 30)",,,
ICN?,Query number of active input configurations. The system supports 30 input configurations.,"returns ICNyy e.g. ""ICN9"" for a system with 9 active inputs",yes,
IIAIi,Insert input number. Shift all higher numbered inputs down. Default values are assigned.,,,
IDAIi,Delete input number. Shift all higher numbered inputs up.,,,
ISiINyyyy,The name of the input yyyy is 16 characters,returns 'ISiINyyyy' where 'yyyy'= Input name as set in the setup menu. Maximum length of the long input name is 16 ASCII characters.,yes,
ISiVIDx,"Video Input Jack x=0 None, x=1 to 7 HDMI 1 to 7",ISiVID? returns IsiVIDx,yes,
ISiAIJx,"Audio Input Jack x=0 None, x=1 HDMI
MRX 540/740/1140 only: x=2 HDMI eARC, x=3 Digital Coaxial 1, x=4 Digital Coaxial 2, x=5 Digital Optical 1, x=6 Digital Optical 2, x=7 Digital Optical 3, x=8 Analog 1, x=9 Analog 2, x=10 Analog 3, x=11 Analog 4, x=12 Analog 5, x=13 Streaming, x=14 Bluetooth
AVM 70/90 only: x=2 HDMI Audio Return Channel, x=3 Digital Coaxial 1, x=4 Digital Coaxial 2, x=5 Digital Optical 1, x=6 Digital Optical 2, x=7 Digital Optical 3, x=8 Analog 1, x=9 Analog 2, x=10 Analog 3, x=11 Analog 4, x=12 Phono (MM), x=13 Streaming, x=14 Bluetooth",ISiAIJ? returns IsiAIJx,yes,
ISiCAx,"Convert Analog
MRX 540/740/1140 x=0 No, x=1 32/96 kHz
AVM 70/90 x=0 No, x=1 48/96/192 kHz",ISiCA? returns IsiCAx,,
ISiSPp,"Set Speaker Profile to # p for profile 1 (p=1), profile 2 (p=2), profile 3 (p=3) and profile 4 (p=4) for the Input # i (i=1-ZZ where ZZ is the number of active input configurations).",ISiSP? returns ISiSPp,yes,
ISiARCx,"Anthem Room Correction x=0 Off, x=1 On. ARC must have been performed.",ISiARC? returns IsiARCx,yes,
ISiRFx,"Rumble Filter (AVM 70/90 only) x=0 Off, x=1 On",ISiRF? returns IsiRFx,yes,
ISiDVx,"Set Dolby Audio Post-Processing off (x=0), Movie (x=1), Music (x=2) or Night (x=3) for the input i.",ISiDV? returns ISiDVx,yes,
ISiPMx,"Mode Pre-set for Mono Source x=0 Mono, x=1 Last Used, x=2 All Channel Mono",ISiPM? returns IsiPMx,yes,
ISiPSx,"Mode Pre-set for Stereo Source
x=0 None, x=1 Last Used, x=2 AnthemLogic-Cinema, x=3 AnthemLogic-Music, x=4 Dolby Surround, x=5 DTS Neural:X, x=6 DTS Virtual:X, x=7 All Channel Stereo, x=8 Mono, x=9All Channel Mono",ISiPS? returns IsiPSx,yes,
ISiPCx,"Mode Pre-set for Multi-Channel Source
x=0 None, x=1 Last Used, x=2 Dolby Surround, x=3 DTS Neural:X, x=4 DTS Virtual:X, x=5 All Channel Stereo, x=6 Mono, x=7 All Channel Mono",ISiPC? returns IsiPCx,yes,
ISiLSxxx,Set Lip Sync to xxx (0-150) ms for the Input # i (i=1-ZZ where ZZ is the number of active input configurations).  Step must be in increments of 5ms or error will result.,ISiLS? returns ISiLSxxx,yes,
ISiITx,"Input Trim x= -12 dB to +12 dB, step 0.5 dB",ISiIT? returns IsiITx,yes,
,,,,
comment,General Configuration - Preferences,,,
GCLx,"Language x=0 English, x=1 Chinese, x=2 German, x=3 Spanish, x=4 French, x=5 Italian",GCL? returns GCLx,yes,
GCTZccc,Time Zone ccc= -12.00 to 14.00,GCTZ? returns GCTZccc,yes,
GCBUx,"Beta Updates x=0 No, x=1 Yes",GCBU? returns GCBUx,yes,
GCDUx,"Distance Units x=0 Feet, x=1 Metres",GCDU? returns GCDUx,yes,
GCFPBx,"Front panel brightness: x=0 to 100 (%), default 30%",GCFPB? returns GCFPBx (x=0-100),yes,
GCCWUBx,Wake-Up Brightness: x=<Front Panel brightness> to 100 (%),GCCWUB? returns GCCWUBx,yes,
GCOSIDx,"On-Screen Display Info x=0 Off, x=1 16:9, x=2 2.4:1",GCOSID? returns GCOSIDx,yes,
GCFPDIx,"Front Panel Display Info x=0 All, x=1 Volume only",GCFPDI? returns GCFPDIx,yes,
GCMVSx,"Master Volume Scale x=0 per cent (%), x=1 dB",GCMVS? returns GCMVSx,yes,
GCMLx,"Mute Level x= -50 to -5 (dB), 5 dB steps",GCML? returns GCMLx,yes,
GCMMVx,"Main Maximum Volume x= -40 to +10 (dB), 0.5 dB steps",GCMMV? returns GCMMVx,yes,
GCZ2MMVx,"Zone 2 Maximum Volume
(MRX 740/1140, AVM 70/90 only) x= -40 to +10 (dB), 0.5 dB steps",GCZ2MMV? returns GCZ2MMVx,yes,
GCMPOVx,"Main Power-On Volume
x=0 Last Used, x=1 -90 (dB) to <Main Maximum Volume>, 0.5 dB steps",GCMPOV? returns GCMPOVx,yes,
GCZ2POVx,"Zone 2 Power-On Volume (MRX 740/1140, AVM 70/90 only) x=0 Last Used, x=1 -90 (dB) to <Zone 2 Maximum Volume>, 0.5 dB steps",GCZ2POV? returns GCZ2POVx,yes,
GCMPOIx,"Main Power-On Input x=0 Last Used, <Input List>",GCMPOI? returns GCMPOIx,yes,
GCZ2POIx,"Zone 2 Power-On Input (MRX 740/1140, AVM 70/90 only) x=0 Last Used, <Input List>",GCZ2POI? returns GCZ2POIx,yes,
GCHMMOx,"Headphone Mutes Main Outputs x=0 No, x=1 Yes",GCHMMO? returns GCHMMOx,yes,
GCDSZx,"Default Streaming Zone
(MRX 740/1140, AVM 70/90 only) x=0 Main, x=1 Zone 2",GCDSZ? returns GCDSZx,yes,
GCFCSIx,"Favor Current Streaming Input
(MRX 740/1140, AVM 70/90 only) x=0 No, x=1 Yes",GCFCSI? returns GCFCSIx,yes,
GCNSPOx,"No Signal Power Off x=0 5 minutes, x=1 10 minutes, x=2 20 minutes, x=3 1 hour, x=4 2 hours, x=5 6 hours, x=7 Never",GCNSPO? returns GCNSPOx,yes,
GCSHDMIBx,"Standyby HDMI Bypass x=0 Off, x=1 Last Used, x=2 to 8 HDMI 1 to 7",GCSHHDMI? returns GCSHDMIBx,yes,
GCCSTBYx,"Set Connected Standby to Disabled (x=0) or Enabled (x=1). This must be enabled for the power-on command to operate via IP. With serial control, the power-on command need not be sent twice (once for wake-up) when this setting is enabled.",GCCSTBY? returns GCCSTBYx,yes,
GCCECCx,"CEC Control x=0 Off, x=1 On",GCCECC? returns GCCECCx,yes,
GCCPFCx,"CEC Power-Off Control x=0 Disabled, x=1 Enabled
CEC must be On to operate",GCCPFC? returns GCCPFCx,yes,
GCCTVAx,"HDMI Audio to TV x=0 Off, x=1 On
CEC must be Off to operate",GCCTVA? returns GCCTVAx,yes,
GCMLOWSx,"Mute Line-Out When Selecting x=0 None, x=1 to 7 HDMI 1 to 7, x=8 HDMI Audio Return Channel, x=9 to 10 Digital Coaxial 1 to 2, x=11 to 13 Digital Optical 1 to 3, x=14 to 17 Analog 1 to 4
MRX 540/740/1140 only: x=18 Analog 5
AVM 70/90 only: x=18 Phono (MM)",GCMLOW? returns GCMLOWSx,yes,
